proposal_id,stance_mean,stance_std,n_sents,n_pos_sents,n_neg_sents,n_neu_sents,majority_label,top_pros,top_cons,neutral_examples,n_posts
0x26a03c08359c340f63b78b0c3e96d37aa0adeda65814643b0886d4719048ea7e,0.1329055709988659,0.3929166668604805,45,13,3,29,neutral,"[""In doing so, the first AIP will align the RF values with the Ethereum v2 deployment, and each subsequent AIP publication will increase the RF by a further 5.00% up to a maximum of 99.99%."", ""To provide more detail on our analysis: * TLDR - our models identified this as an opportunity to increase reserve growth, which would provide further backstop to insolvency risk, while minimally affecting user experience * We understand the concern around how the increased RF may result in reduced WETH Supply."", ""During each increase cycle, we will monitor how users respond and, if any potential risks are identified, the next RF increase will be delayed until it is safe to implement."", ""By progressively increasing the reserve factors, the interest rate for supplying these assets on V2 will be increasingly less attractive, thus encouraging suppliers to transition positions to V3."", ""After implementing each increment, we'll assess user elasticity and the impact of the updates before moving forward with additional increases.""]","[""An increased RF just means less interest accruing to suppliers * Our assumption is that more protocol reserves are better than less protocol reserves The community may prioritize user experience over this opportunity to increase reserve growth by $1.29 million yearly."", ""With a 15% Reserve Factor and a 2.35% Borrow APR, WETH generates an annual reserve growth of $3.87 million."", ""This adjustment would minimally decrease the Supply APR from 1.50% to 1.41%.""]","[""Motivation Similar to other Aave v2 deployments, this publication seeks to periodically increase the RF across the last remaining v2 deployment, Avalanche."", ""[ARC] Ethereum v2 Reserve Factor - aFEI Holding Update author: @Llamaxyz @MatthewGraham created: 21-08-2022 ## Simple Summary In response to Tribe DAO’s proposal to enter a terminal state, this ARC proposes redeeming all aFEI for FEI and exchanging it for DAI."", ""Motivation With Aave v3 now crossing the $8 Billion TVL threshold and $3 Billion remaining in Aave v2, this publication seeks to encourage users to migrate from v2 to v3 by increasing the RF.""]",48
0x272af88d9639fd246943630d7ad053cea73db9d6b5bfeca222d9a8906991168b,0.05928923876389213,0.37784079568723195,100,19,9,72,neutral,"[""To this end, we have made the following adjustment: Upfront Transfer: ~~210,000~~ 0 GHO Stream: ~~140,000~~ 350,000 GHO This is a ~~60/40~~ 0/100 split of upfront/streamed."", ""If the RFP process is to adopted our reward stream will be cancelled or amended in line with any future work scope."", ""In terms of what the DAO needs, the first two things that came to my mind are: Budget - How much can the DAO spend?"", ""@TokenLogic has definitely proven their capabilities to contribute for the DAO and we're supportive of them becoming a service provider."", ""We have invested time, funds and effort in developing the skills necessary to implement changes to Aave Protocol.""]","[""[quote=\""AaveLabs, post:1, topic:17974\""] Any written software will be deployed by another Aave DAO service provider specializing in deployments, subject to the Aave DAO’s decision and approval."", ""Before voting on this proposal, I believe we should be able to compare the offerings against other major industry players to ensure that Aave is getting the best service at the best price."", ""We understand how important it is for the development team to handle the preparations for activation and ensure all security measures are in place."", ""Author(s) are not always mentioned on TL proposals, which doesn't give credit for the work submitted."", ""Because let’s just cast our minds forward to near the end of year 1 of building v4.""]","[""To be clear, **all this pre-deployments and configurations are on a system which factually is not Aave until approved by the community via an on-chain governance proposal**, so there is no limitation or centralization in having the team with specific expertise doing them."", ""I did help TL on some treasury management proposals, emission analysis & strategies over the past 5 months and yes, I was also surprised to see the reaction on this post going against data, and against the strategist also doing internal estimations btw."", ""Quarterly financial publications * Revenue per Reserve v time charts * Daily or Hourly data showing revenue being generated per Reserve on each Aave v2 and v3 iteration * Users will be able to select an asset and see total revenue noiminated in the underlying or select an instance of Aave and a specific asset.""]",56
0x27b21aa2cd21d5e94eb9b9e0232fe875ad45719588ada4b059f67a8834d7408e,0.0697005970447963,0.3036701063954718,100,17,6,77,neutral,"[""However, the changes discussed below are likely to generate demand for USDC.e on Gnosis, and we are thus prepared to facilitate cap increases via the Risk Steward should this demand come to fruition."", ""With a vibrant ecosystem now in place, it’s time to enhance capital efficiency, reduce capital fragmentation, and create useful debt vs no risk looping within the Aave GC instance to attract more capital and increase utilisation."", ""The introduction of osGNO adds utility for GNO holders within the protocol and enables looping strategies using osGNO as collateral to borrow GNO."", ""Lastly, considering the uncertain demand for sDAI loans, we believe a more conservative **borrow cap of 4m sDAI** should be initially set to match current liquidity levels."", ""This structure facilitates DeFi composability and token integration, enabling Backed Tokens to circulate among various pools on distinct decentralized protocols without being necessarily classified as securities trading venues.""]","[""Liquidity is notably concentrated on Gnosis via Balancer v2 and Swapr pools, which together hold a TVL of approximately $5.5 million."", ""The token is deployed on multiple chains (Ethereum, Gnosis, Polygon, Arbitrum, and Avalanche) with plans for Sonic deployment."", ""We align with the proposed parameters based on their rationale and our independent research."", ""The values we recommend are aligned with sUSDe in the Ethereum Core instance, which has proven to be effective at both facilitating leveraged yield generation strategies and protecting the protocol during volatility."", ""This presents a critical point of failure - if this major liquidity provider withdraws, it could severely destabilize the pool.""]","[""Summary LlamaRisk supports this ARFC and recommends onboarding bCSPX as a collateral-only asset within Aave V3 on Gnosis."", ""The Balancer pool's asymmetric composition (66% osGNO / 33% GNO) further compounds these risks, as the path to exit could become particularly challenging during periods of market volatility."", ""Summary** Gnosis Chain proposes to deploy Aave v3 on the Gnosis chain and incentivise it to bootstrap liquidity and network effects.""]",38
0x27fb1cdd821101de7f726d2abbdd8a907ce09bac2217f2b09c3e1fe1317399c3,0.19527363980193502,0.4131648894243337,16,5,1,10,neutral,"[""[ARFC] Deploy **whitelabel Aave V3 Market - Reental** ## Author: ACI (Aave Chan Initiative) ## Date: 2024-06-26 ### **Summary** The current proposal aims to deploy a “whitelabel” version of Aave V3 for Reental tokens on the Polygon network."", ""Motivation** Reental, in collaboration with Reental Master LLC, a protocol offering utility and functionalities associated with the Real World Assets (RWA) market, aims to deploy its collateralization market (ReenLever) on Aave's V3 platform."", ""Currently, Reental has tokenized over 65 properties across four countries (USA, Spain, Mexico, and the Dominican Republic), totaling $25 million, with a community of 16,000 users from over 80 countries."", ""It uniquely combines these security tokens with its own utility token ($RNT), delivering significant benefits to its community of over 16,000 investors.""]","[""Reental stands as a global leader with extensive experience in real estate asset tokenization, having tokenized over $46 million across four countries on three continents.""]","[""[TEMP CHECK] Deploy **whitelabel Aave V3 Market - Reental** ## Author: Rentaal & ACI (Aave Chan Initiative) ## Date: 2024-06-11 ### **Summary** The current proposal aims to deploy a “whitelabel” version of Aave V3 for Reental tokens on the Polygon network."", ""Motivation** Reental, in collaboration with Reental Master LLC, a protocol offering utility and functionalities associated with the Real World Assets (RWA) market, aims to deploy its collateralization market (ReenLever) on Aave's V3 platform."", ""By allowing friendly forks of Aave V3, Aave can increase its technology adoption and provide an alternative source of revenue and synergies for the DAO and third-party teams.""]",9
0x28535f56f29a9b085be88e3896da573c61095a14f092ce72afea3c83f4feefe0,0.04276155505300292,0.2588205271392467,98,12,3,83,neutral,"[""We are strongly in favor of establishing this budget and making it explicit for the community."", ""[/quote] Definitely, we’re already monitoring the market and analyzing simulations, however I do believe that this is also a midterm solution."", ""Note that this doesn’t include AURA rewards and would acquire the necessary ETH for a veBAL position."", ""Including GHO makes sense, as long as the amount that is allowed to be deposited into the SM scales with GHO liquidity on DEXs so as to not risk depegging in the case of an Auction."", ""[[TEMP CHECK] Safety Module Upgrade Part IV - Incentives Management Upgrade](https://governance.aave.com/t/temp-check-safety-module-upgrade-part-iv-incentives-management-upgrade/12751) 5.""]","[""This will be easier than needing to decide a budget on a cadence (yearly), and also ensures that risk managers are always calibrating risk parameters for the currently available budget."", ""Those same LP positions can be deposited into other protocols to earn yield without the prospect of being slashed."", ""[/quote] If the bribing solution is favored we can/should do some analysis on efficacy and sustainability.""]","[""[quote=\""Llamaxyz, post:1, topic:12750\""] In Part IV, the SM upgrade proposal will consider using 75% of the current incentives budget for volatile & stable BPTs categories."", ""SM incentives come from the treasury, which is recouped with revenues from borrowing, flashloans, and liquidation fees."", ""In return for the AAVE yield, depositors are risking up to 30% of their capital by providing a backstop for the Aave markets.""]",15
0x285c3f9ef8ae3e0286ce18b45dc7605174c3fb61edf1df34ed5d8f5aa621ab9d,0.06845859580569798,0.29233563949595776,49,11,2,36,neutral,"[""This proposal aims to bring the various USDT markets in line with a single set of LTV, liquidation threshold, and liquidation bonus parameters."", ""Consistency Across Networks:** By standardizing these parameters across all networks where weETH is supported, we create a more uniform and predictable environment for users and integrators."", ""Improved External Liquidity:** The proposed changes, especially the adjustment of the optimal utilization ratio, are expected to enhance the external liquidity of weETH."", ""Ultimately, the community must determine its stance on this issue and decide whether to enable USDT as collateral and outside of Isolation mode."", ""Changing uOpt to 30% will mean that Slope2 will be reached at a lower utilization level.""]","[""If the community is supportive of this, the discussion should be expanded to enabling USDT across the other Aave deployments too."", ""No adverse effect is foreseen with this change, and a marginal increase in revenue generation is expected.""]","[""[/quote] depending on timeline of proposals, the current ARFC will be adjusted before escalation to snapshot or risk parameters can be adjusted later via another AIP [quote=\""ChaosLabs, post:2, topic:13571\""] However, it’s important to note that the primary concern, as mentioned in the various governance discussions in the past, is the counterparty risk."", ""Please note that there is a pending Chaos proposal to increase the LT and LTV of USDC on V3 Ethereum, which has passed Snapshot and awaiting AIP.** However, it’s important to note that the primary concern, as mentioned in the various governance discussions in the past, is the counterparty risk."", ""Specification The proposal sets the LT/LTV of USDT on all deployments at 80/77, matching that of DAI and USDC on v3 Ethereum.""]",15
0x2883dabd44037a92dd41139669513659d3850dd080142d8e0825c4dee76fa12a,0.1174704495099988,0.3054594663758186,100,23,2,75,neutral,"[""Certora Continuous Formal Verification Report April 2022 We are working on our grant proposal, stay tuned for more in the next couple of weeks."", ""Summary Aave V3 deployment on Ethereum mainnet is fast approaching and all of Aave’s service providers are working in full force to support the development teams to deliver the new version of DeFi’s leading lending protocol as soon as possible, with high quality and great security in mind."", ""We can certify that during the previous 6 months of work, the professionalism and involvement of Certora in all developments (minor and major) coming from BGD and other technical contributors has been top-notch."", ""Imho reviewing and auditing a popular, battle-tested and familiar project in a day to day basis is not the same as auditing new random projects from scratch."", ""In June, one of our tests in AAVE Token V3 caught a critical bug in CI.""]","[""Here’s is a peek at what we have been up to in June 2022 ## Summary * A full verification project was conducted by Certora on 3 governance crosschain bridges - Polygon, Optimism and Arbitrum bridge executors on L2."", ""StaticAToken Community Contest - On May 17, we kicked off a formal verification security project in which we opened the static aToken V3 contract for community review.""]","[""Reports for each project will be published in the future, along with the publication and deployment of the contracts."", ""Governance Crosschain Bridges to L2 - formal verification + manual review - Link to Spec, Link to Report - 5-26 June, 2022."", ""Aave ERC20 Listing Checker To assist with the token listing process on Aave platform, we designed a specification that helps inspect the suggested ERC20 for certain behaviors.""]",39
0x288caef0d79e5883884324b90daa3c5550135ea0c78738e7ca2363243340c2da,0.09057547696320763,0.35329805690853006,100,24,8,68,neutral,"[""LTV and LT values for v2 and v3 should be similar, as market risks in both deployments are driven primarily by the liquidity of supported assets."", ""Gauntlet’s supply cap and debt ceiling methodology builds from the current v2 loanbook, taking into account for each analyzed asset how conducive this asset is to price manipulation and how that relates to potential attacker profitability given protocol parameters."", ""My opinion is that we should leverage more isolation mode and let everyone that was able to use V2 to also use V3, with some limitations introduced by isolated assets."", ""As such, we are using the information and insights from simulations we have conducted on current Aave V2 ETH and Aave V3 AVAX to inform recommendations, but the risk analysis does not solely rely on those simulation results."", ""At the start of the year, an attacker attempted to manipulate an oracle for the BED Index through Rari markets.""]","[""We’ve been iterating on this from the ground up with the hope of aligning on methodology (Supply Cap, Borrow Cap) and strategy/parameters (posted here ) to minimize confusion for DAO stakeholders."", ""One challenge of parameterizing markets with no usage (new markets) is the lack of user data to train simulation models."", ""Should supply/borrow caps be used as the primary method for a conservative launch, or should LT be the primary method?"", ""The DeFi Pulse Index, operated by Index Coop, has been available as collateral on Aave v2 markets for over a year."", ""This analysis needs to include the recency of demand but it is important question to consider for developing a new market - which type of assets do we focus on?""]","[""Reducing LTV and LT will reduce the capital efficiency of v3 relative to v2, which is a disincentive for users to migrate to v3 without additional incentives."", ""We agree that lowering LTs on v2 can encourage migration to v3, but this has meaningful user friction (risk-off liquidations), so it is up to the community to decide how much to rely on this lever."", ""On the other hand, Aave v3 offers borrow and supply caps as additional risk parameters that can be used for a more conservative launch by capping potential risk in tail scenarios without compromising on capital efficiency.""]",31
0x2930599cae3cec0a16bd0aef13524347e0c5e85cff7dd66ae9b2bed90fc5d1fe,0.11299488505379099,0.2866184634449591,16,2,1,13,neutral,"[""[ARFC] Increase WETH Optimal Ratio to 90% on all Aave markets ## **Author: ACI** ## **Date: 2024-08-06** --- # **Summary** The current proposal seeks to increase the WETH Optimal Ratio across all Aave markets where it is below 90%.""]","[""Chaos Labs endorses the proposal to align WETH’s UOptimal at 90% across all deployments.""]","[""If the ARFC snapshot outcome is YAE, publish an AIP vote for final confirmation and enforcement of the proposal."", ""From a risk perspective, the primary reason for setting UOptimal lower than 90% is to ensure that there is a sufficient buffer between WETH supplied and WETH borrowed, allowing liquidations to be processed efficiently during extreme market events."", ""If consensus is reached on this [ARFC], escalate this proposal to the Snapshot stage.""]",7
0x2940cd025de1f55d9156019f038d5eb850fd77c8cfc4feca206f838c94aaa1f1,0.15469695164888791,0.41070333560553823,52,17,4,31,neutral,"[""The initial parameters for FEI will be an LTV of 50%, a Liquidation Threshold of 60%, and a Liquidation Bonus of 6.5%."", ""Abstract This proposal is a batch update of risk parameters to align with the the Moderate risk level chosen by the Aave community."", ""Motivation This set of parameter updates seeks to maintain the overall risk tolerance of the protocol while making risk trade-offs between specific assets."", ""If user behavior and market conditions over the coming months continue to show safe conditions for increasing capital efficiency on FEI, we shall recommend ramping up the LTV and Liquidation Threshold incrementally."", ""Most of the stablecoins that can be used as collateral are more liquid, and our platform's analysis recommends initially capping the amount of collateral that can be liquidatable to the average daily trading volume.""]","[""Simple Summary A proposal to adjust eleven (11) total risk parameters across seven (7) Aave V2 assets including LTV, Liquidation Threshold, and Liquidation Bonus."", ""Motivation This set of parameter updates seeks to maintain the overall risk tolerance of the protocol while making risk trade-offs between specific assets."", ""If a malicious proposal were enacted, the security guardian would be able to veto and prevent it from going live.""]","[""Simple Summary A proposal to adjust six (6) total risk parameters including LTV, Liquidation Threshold, and Liquidation Bonus across three (3) Aave V2 assets."", ""Simple Summary A proposal to adjust nine (9) total risk parameters, including LTV, Liquidation Threshold, and Liquidation Bonus across five (5) Aave V2 assets."", ""Simple Summary A proposal to adjust six (6) total risk parameters including LTV, Liquidation Threshold, and Liquidation Bonus across five (5) Aave V2 assets.""]",29
0x294d7c2aa95222e444f5e971348538e43066c02f2ac0fcf159293cecc3ac5c7c,0.023891356844326545,0.3496314532129791,100,17,10,73,neutral,"[""For more context, some veBAL holders voted for the GHO gauges over the past two months without receiving bribes, enabling to generate ~ $300k of incentives on GHO gauges."", ""I don't think its about ending some kind of partnership or thinking Balancer isn't strong enough, but about how to get the best financial outcome for the DAO and GHO."", ""Thanks @Dydymoon and @TokenLogic for your great work in this proposal and helping manage the long-lasting relationship between Aave and Balancer."", ""Balancer may have gone through some tough times with incidents but I'm convinced it will continue to be a major force among AMMs through innovation and products with actual PMF."", ""The Aave DAO is not currently holding any BAL or veBAL, holdings are 105 aBAL and 157k B-80BAL-20WETH on mainnet.""]","[""[/quote] Not sure to follow you here, this proposal aims to acquire 1,3M AURA tokens and lock it to support AAVE & GHO gauges."", ""This position was meant to be used for its emission power, enabling rewards redirection on AAVE & GHO gauges."", ""[quote=\""TokenLogic, post:2, topic:14955\""] The original terms of the token swap need to be considered within the context of this proposal."", ""[quote=\""TokenLogic, post:2, topic:14955\""] The Balancer core team has provided significant veBAL support to launch GHO and continues to support GHO pools."", ""I’ll also post a clearer recap below with actual numbers for each to avoid confusion with previous data as prices & metrics have slightly changed over the past days.""]","[""Context: AIP-42 leads to a decorrelation of the incentives amounts generated on veBAL & vlAURA, as veBAL emission power is limited to BAL + base Aura rewards, while vlAURA receives additional AURA rewards allocated by the DAO treasury."", ""The proposal (approved on August 6th) considerably impacts the $AURA emissions by reducing the base distribution by 60%, which is compensated by $AURA distributed from the treasury, but only to vlAURA voters according to their voting weight on gauges."", ""karpatkey's Option 3: Increase AURA ownership while protecting Balancer and securing treasury stablecoin holdings In our opinion, there's a better way to optimise this proposal's underlying objective—to increase Aave DAO's emission power on Balancer—while guaranteeing a positive outcome for every stakeholder.""]",23
0x296983800a2f7bd6227dda45a106e40e759a75e1c908456af4c2f6d6f668c540,0.09684077512381546,0.3808749697076639,46,12,4,30,neutral,"[""All deployment information can be found on https://github.com/bgd-labs/aave-gov-level-2-update/releases/tag/mainnet-deployment The proposal creation for both governance proposals will be done in a completely decentralized way, via a so-called **Autonomous Proposal** procedure."", ""Expose a function to create the programmed proposals on the smart contract, once the necessary proposition power is enough (and after a certain date, programmed on the Autonomous proposal itself)."", ""You can delegate via app.aave.com/governance and you can find a guide about delegation on https://github.com/bgd-labs/how-to-delegate-aave **DON'T SEND AAVE TOKENS TO THE CONTRACT, ONLY GIVE PROPOSITION DELEGATION."", ""During the past few days, the Autonomous Proposal on https://etherscan.io/address/0x6E1A6728829BC0FcA82C1A39834c6212C250F1c1 has been accumulating AAVE proposition power from all the members of the community delegating there."", ""From now on, we will refer to this group as **Level 2**, also known as governance long-executor.""]","[""All the smart contracts involved and procedures around the proposal are described in detail on the public repository https://github.com/bgd-labs/aave-gov-level-2-update, but the following act as a summary of what will happen on this proposal."", ""Smart contracts 2 new contracts will be deployed: - **The new Level 2 Executor**."", ""If 107 would not pass, it will be almost impossible for 106 to reach quorum.""]","[""In this group is included the upgradeability of the AAVE/stkAAVE tokens, the permissions on the Governance v2 smart contract itself, or the upgradeability of the AAVE/ETH Balancer ABPT and stkABPT (which was planned to introduce as a voting asset, even if it is not the case yet)."", ""Following the timeline proposed in the previous message, we can communicate now to the community that all the implementation and security procedures have been finished and the deployments required for the Aave governance to vote on have been done."", ""Lowering the Level 2 parameters to proposed would help to pass proposals from the community that while still keeping the Level 2 requirements at a level that requires significant threshold to change fundamental parts of the architecture.""]",18
0x296cfaab6165c6a36d2afbd50fb28c349209cec4c2b6637352d6cf295eca7a85,0.09182440070878892,0.2445344364061559,79,10,0,69,neutral,"[""If incentives are lowered because of another protocol’s incentive program, that would send a negative signal to any protocol that would want to help incentivize lending and borrowing on AAVE."", ""If anything, we should be giving more incentives to other protocols that are willing to put their own skin in the game to help the AAVE market thrive."", ""[/quote] Full support to add incentives on FEI, as their participation on the ecosystem is considerable, not only liquidity-wise, but with big involvement on technical topics too."", ""I expect the ETH yield to be marginally higher than it is now, 0.32%, but there will be no borrowing incentives."", ""[/quote] The proposal favours low vol assets like stable coins relative to high vol assets like DPI, there is a 1.5x multiple applied in the linked excel spreadsheet.""]",[],"[""aip: TBA title: Aave V2 - Liquidity Mining Program (90 days at 30% reduced rate) status: Proposal author: @MatthewGraham created: 2021-10 25 # Simple Summary Liquidity mining incentives were introduced to Aave V2on the 26th April 2021 via AIP-16 and then voted to continue on the 24th August 2021 via AIP-32 for an additional 90 days."", ""The incentives will be distributed at a 30% reduced rate, commencing the tapering of incentives on the Aave V2 market."", ""This ARC presents the community with the opportunity to continue offering stkAAVE incentives for an additional 90 days from when AIP-32 finishes, up to including the 20th February 2021.""]",24
0x29721c3f2d61a793b310720ffd671fe349b4f9603f066e0f5644a40e59549b96,0.1755887343076254,0.3478834762462067,100,26,3,71,neutral,"[""Overview** Chaos Labs supports the deployment of Chainlink Smart Value Recapture Oracles, which we believe will introduce a new revenue stream for Aave while incurring minimal expected losses."", ""For implementation, LlamaRisk may recommend parameter adjustments, including liquidation bonuses and deviation thresholds, with specific values tailored to each asset's volatility profile and market depth."", ""Leave other assets like governance tokens (e.g., UNI, MKR), lower-size stablecoins (e.g., USDS), or assets with more sophisticated layers (e.g., PTs) for a follow-up proposal, as they require extra due diligence and setup effort, while not carrying too big a percentage of liquidations volume."", ""Over the recent weeks, the oracles have been monitored, and as expected, the system has been working flawlessly, with no relevant deviations from the previous non-SVR feeds, updates arriving perfectly in time, and liquidations being correctly processed."", ""This initial activation serves as a pilot focused on validating the security and reliability of SVR on smaller markets, before pursuing expansion to additional asset markets such as ETH, WBTC, etc and maximizing the recapture rates.""]","[""This enhancement complements Aave's upcoming protective mechanisms against price manipulation risks."", ""One specific example might involve exploiting e-mode to take out a 93% leveraged loan on a stablecoin that subsequently de-pegs."", ""This change would not add additional constraints to the system and is considered a risk-measured approach.""]","[""Summary LlamaRisk supports this proposal, emphasizing that, if parameterized right, integrating Chainlink's Smart Value Relay (SVR) can create a valuable new revenue stream for Aave by recapturing Oracle Extractable Value (OEV) that would otherwise go to MEV extractors."", ""This liquidation bonus exists to incentivize any third party to always perform liquidations, covering any type of market/gap risk they incur during the process."", ""Configuration of the parameter and everything surrounding it is relatively simple for risk providers, compared with more sophisticated engines based on very dynamic liquidation bonuses, for example involving auctions in the liquidity protocol itself.""]",72
0x29d176e4d36f38c665ac39775577982339c6a3fcc488a36af73fbd5edfd422ff,0.03284144476912487,0.1332329326864785,42,2,0,40,neutral,"[""With well-defined processes in place and months of successful operation, we can safely expand the scope of parameter adjustments allowed through this system."", ""After several months of successful operation, we propose updating the parameters to allow for more responsive risk management while maintaining appropriate safety constraints.""]",[],"[""Simple Summary A proposal to adjust six (6) total risk parameters including LTV, Liquidation Threshold, and Liquidation Bonus across three (3) Aave V2 assets."", ""Simple Summary A proposal to adjust nine (9) total risk parameters, including LTV, Liquidation Threshold, and Liquidation Bonus across five (5) Aave V2 assets."", ""Simple Summary A proposal to adjust five (5) total risk parameters, including LTV, Liquidation Threshold, and Liquidation Bonus across four (4) Aave V2 assets.""]",18
0x29d3044e3ba8eb1bd071cf7d1f05f1d4cf53451571ecf94ebdc0384cc5a2bb92,0.14699348069064788,0.3883317325297915,100,28,5,67,neutral,"[""If the ARFC snapshot outcome is YAE, publish an AIP vote for final confirmation and enforcement of the proposal."", ""[ARFC] Onboard ezETH to Aave V3 Lido Instance** ## **Author: Renzo Protocol & ACI (Aave Chan Initiative)** ## **Date: 2024-08-02** --- ## **Summary** This is an ARFC to continue to gauge community sentiment for adding borrow/lend support for Renzo Protocol and its Liquid Restaking Token (LRT) ezETH on AAVE V3 Ethereum, after the successful TEMP CHECK."", ""This proposal may deviate from the goal of risk isolation, and depositors should be aware of the additional risks associated with LRTs like ezETH."", ""This position aligns with the Lido market's objectives, initially understood as risk isolation, enabling more aggressive looping parameters."", ""To align best with goals of all relevant stakeholders, this proposal suggests onboarding ezETH to Lido’s Aave v3 instance.""]","[""Supply Cap, Borrow Cap, and Liquidation Bonus** Following Chaos Labs’ approach to initial supply caps, we propose setting the Supply Cap at 2x the liquidity available under the Liquidation Penalty price impact."", ""While redemptions are operational, prompt withdrawals aren't guaranteed, owing to the lack of an implicit vault buffer and potential third-party protocol deposit delays."", ""Below is our analysis and initial risk parameter recommendations."", ""An updated risk assessment will be necessary upon strategy activation."", ""However, the potential implementation of slashing protocols necessitates a comprehensive re-evaluation of LRT use cases as collateral.""]","[""[ARFC] Onboard steakLRT to Aave v3 Lido Instance** ## **Author: ACI** ## **Date: 2024-08-12** --- ### **Summary** This proposal aims to onboard steakLRT, Steakhouse’s restaking token built on Mellow and Symbiotic, after TEMP CHECK & TEMP CHECK Snapshot have passed."", ""Using the internal rate mitigates unwarranted liquidation risks that could cause temporary secondary market depegging if used as immediate exit liquidity."", ""LTV, Liquidation Threshold, and Liquidation Bonus** Considering ezETH's volatility and correlation to ETH, we recommend setting the LTV to 72% and the LT to 75%.""]",34
0x29f63b24638ee822f88632572ca4b061774771c0cc6d0ae5ccdeb538177232cd,0.08645617317445208,0.27714769985662496,100,16,2,82,neutral,"[""[ARFC-ADDENDUM] Update GHO steward --- ### Title: [ARFC-ADDENDUM] Update GHO steward ### Author: @ACI ### Date: 2024-06-02 --- ### Simple Summary This proposal seeks to update the GHO steward to an upgraded version, allowing more granular control over GHO to increase it's efficiency ### Motivation The GHO peg is strong, and supply is growing."", ""Next Steps The GHO Stewards will revise the GHO Borrow Cap to 54M and closely will closely monitor market behaviour and evaluate this decision with every increase."", ""Motivation With the GHO Stewards permissions in place, this thread is to track adjustments to the GHO Borrow Rate and grant visibility to the Aave Community."", ""|Description|Current (%)|Proposed (%)|Delta| | :---: | :---: | :---: | :---: | |Borrow Rate|10.00%|9.00%|-100 bps| # Next Steps We will closely monitor market behavior and evaluate this decision with every adjustment."", ""Specification Implement the following changes: | Description | Current APR (%) | Proposed APR (%) | | --- | :---: | :---: | | Non Discounted Borrow Rate | 12.00% | 11.00% | | stkAAVE Discount | 30.00% | 30.00% | | Discounted Borrow Rate | 8.4% | 7.70% | Do note the above table does not include any compounding.""]","[""Motivation With USDC and USDT borrow rates trending higher since mid September and GHO trading at peg, the GHO Stewards intend to continue increasing GHO’s Borrow Rate to reflect the borrow rate of similar assets on the Main Market."", ""Source: Aave Analytics | TokenLogic The weighted average borrow cost of GHO is 5.53%.""]","[""Implementation of this proposal enables further streamlining of governance by enabling several GHO related parameters to be adjusted in synchronised harmony with prevailing market conditions."", ""Borrow Cap With the current Borrow Cap reached and GHO trading closer to peg, there is a risk of limited capacity for the market to react to an over-peg scenario."", ""Specification The upgraded Gho Steward can be found on the gho-core github Changes: - GSM fee strategy can now be updated by 50 bps both ways - GHO Borrow rate can now be updated by 50 bps both ways - GHO exposure cap can now be updated both ways ### Next steps ARFC-ADDENDUM allows for direct-to-AIP process governance.""]",52
0x2a6ffbcff41a5ef98b7542f99b207af9c1e79e61f859d0a62f3bf52d3280877a,0.182671034463557,0.35238464704069267,100,30,4,66,neutral,"[""However, we agree with the strategy proposed by BGD through a.DI, i.e., leveraging an aggregate approach following the canonical bridge implementation, aiming to maximize security while minimizing latency."", ""Avalanche Rush enabled Aave’s initial hockey stick growth on Avalanche: TVL grew from $0 to $2.7b in a month, catapulting Avalanche to Aave’s second largest market, eventually reaching up to $3.2b in TVL."", ""Since Scroll’s mainnet launch in October 2023, it has seen significant traction, including ~150M bridged TVL / ~60M DeFi TVL and 32M+ total transactions (averaging nearly 200K+ tx/day)."", ""Motivation The sGHO vault will provide a risk-minimized yield alternative that can be used as collateral for enhanced capital efficiency, debuting on Gnosis Chain."", ""It won the first prize - awarded by Aave - in the GHO Facilitators category at the ETHGlobal LFGHO hackathon last week, just a few days after this proposal was first published.""]","[""This successful growth was repeated again with significantly less incentives with the deployment of Aave V3 which quickly reached upwards of $900m in TVL."", ""However, with the significant growth in GHO liquidity on Base, these initial parameters have become a bottleneck, hindering efficient capital deployment."", ""Props to the @AaveLabs team for sharing the necessary resources used in this analysis and answering all our questions.""]","[""Risk Parameters As an initial use case, we would like to provide recommendations on listing GHO on Aave V3’s Arbitrum deployment."", ""Consequently, our recommendation is to deploy GHO on the blockchain that offers the most cost-effective growth opportunities, while also ensuring that limitations are correctly parameterized to optimize performance and risk management."", ""Analysis ## Bucket Capacity for CCIP Bridge We recommend a staggered deployment strategy that allows us to observe user behavior before there is significant growth in GHO on Arbitrum.""]",69
